Age,Study Hours,Academic Pressure,Financial Stress,Gender,Study Satisfaction,CGPA
37,8.968655753244594,1.0,3.0,1,3.0,6.38
38,6.776030818408446,4.0,1.0,1,4.0,8.44
26,5.975750747904652,4.0,1.0,0,3.0,6.67
20,6.002191658836004,4.0,1.0,0,4.0,7.2
37,10.491979104657403,2.0,2.0,0,3.0,6.21
28,5.6644298294345,3.0,3.0,1,4.0,7.56
23,9.324943408168805,3.0,3.0,1,4.0,6.68
19,4.956159947541694,3.0,2.0,0,4.0,6.69
24,7.878229801133536,2.0,2.0,0,3.0,5.95
35,7.534750212683503,3.0,3.0,0,3.0,6.77
19,9.91820838350721,3.0,3.0,1,3.0,6.9
34,5.822076588696673,3.0,3.0,1,5.0,7.16
28,5.324804407671303,2.0,1.0,0,4.0,7.55
29,6.790281318975432,3.0,2.0,0,4.0,7.02
36,9.996643292632815,3.0,5.0,1,3.0,6.22
39,5.408514736101218,1.0,1.0,1,3.0,5.55
24,2.34085006203244,4.0,3.0,0,4.0,5.78
37,7.1075821072719085,3.0,4.0,0,5.0,6.88
23,8.709141252329816,4.0,2.0,0,4.0,6.61
38,5.175149321248247,1.0,4.0,1,5.0,6.23
18,8.526277912035875,2.0,2.0,0,4.0,5.87
34,5.135360226977578,3.0,1.0,0,4.0,8.05
28,6.736194635754978,4.0,2.0,0,3.0,6.92
39,8.354828167514903,2.0,2.0,1,3.0,8.47
35,4.862562276870811,3.0,1.0,1,3.0,8.25
38,7.326723996713598,2.0,2.0,1,4.0,7.19
34,9.186952320326027,1.0,3.0,0,3.0,6.2
24,7.853081378580431,2.0,2.0,1,4.0,7.62
34,5.702873096336618,3.0,2.0,1,3.0,8.26
37,9.73369303489023,2.0,4.0,1,4.0,6.44
26,8.185106521460483,4.0,2.0,1,4.0,7.8
34,3.6511936001362475,3.0,3.0,1,4.0,7.48
37,8.555638506521607,3.0,1.0,0,4.0,9.01
39,5.971526345648901,2.0,2.0,0,3.0,6.73
39,7.353814385756436,2.0,2.0,0,5.0,8.55
25,8.814407207727868,3.0,4.0,0,4.0,6.14
34,6.010711747603299,2.0,2.0,0,4.0,8.62
24,4.037933294724734,3.0,2.0,1,4.0,7.71
18,9.70998134543049,5.0,3.0,1,3.0,6.67
30,9.096250248163507,3.0,3.0,0,3.0,6.64
40,6.842939176270698,3.0,2.0,1,4.0,8.43
36,8.536158612685806,3.0,2.0,0,4.0,8.35
36,6.335103882285368,4.0,3.0,0,5.0,6.94
34,7.174546318169529,4.0,1.0,1,2.0,6.71
30,6.740281703253868,3.0,3.0,0,3.0,5.28
33,6.407900646356856,3.0,2.0,1,4.0,7.42
25,7.646744644154359,3.0,4.0,0,4.0,6.76
36,4.825278117437941,4.0,3.0,1,4.0,7.32
35,6.5471545046219575,3.0,3.0,1,3.0,6.8
18,7.566063050470129,4.0,2.0,1,4.0,7.84
31,10.308581274330944,4.0,3.0,1,4.0,8.35
36,4.898438412437147,2.0,3.0,1,4.0,7.17
32,7.936995503918369,2.0,3.0,1,3.0,6.89
35,8.13426779757015,2.0,2.0,0,3.0,6.56
19,3.621906284771074,4.0,3.0,0,5.0,7.7
39,7.738957625936653,4.0,1.0,1,4.0,9.06
34,8.584513142170806,2.0,4.0,1,3.0,6.45
35,8.059574822888383,4.0,2.0,0,3.0,7.98
23,6.8489309412291846,3.0,2.0,0,5.0,8.51
36,7.5998320657403715,4.0,1.0,0,4.0,8.77
21,7.305720455048254,3.0,3.0,0,3.0,7.4
18,3.9589767910326494,2.0,3.0,0,3.0,5.09
25,7.3479765845580385,3.0,2.0,1,3.0,7.78
40,6.33927326923299,3.0,1.0,0,2.0,7.34
24,5.731320092203631,2.0,2.0,0,4.0,6.63
20,11.472945916455977,5.0,3.0,0,5.0,6.83
27,9.254708295315204,4.0,3.0,1,5.0,8.08
27,4.9296902914341025,2.0,2.0,0,3.0,6.74
36,7.62394515381851,4.0,2.0,0,1.0,6.35
31,9.624445496015785,3.0,1.0,1,4.0,7.69
19,4.306841522663197,3.0,3.0,1,5.0,6.94
18,7.138569654532877,3.0,1.0,0,2.0,8.06
40,7.223330906295089,3.0,2.0,1,3.0,8.09
40,4.70591281150176,3.0,2.0,0,4.0,8.51
35,7.683190548302013,2.0,3.0,0,3.0,6.7
24,9.009243502932625,4.0,3.0,1,2.0,5.48
25,9.714485664554477,4.0,2.0,0,3.0,7.79
18,6.551144617073298,4.0,3.0,1,3.0,6.83
40,11.502961063243204,3.0,1.0,1,2.0,8.28
20,3.2956598438858404,2.0,2.0,1,4.0,6.91
40,7.641190077666032,4.0,2.0,1,5.0,7.86
25,4.45787022412626,2.0,3.0,0,4.0,6.96
39,7.162328747494419,3.0,3.0,0,4.0,7.58
32,6.060567849810947,4.0,3.0,0,2.0,5.71
22,7.91237942150301,3.0,2.0,1,3.0,7.29
20,6.77161471461605,4.0,3.0,0,3.0,5.69
36,5.513228479552271,3.0,1.0,1,4.0,8.25
18,5.631476294384836,2.0,2.0,0,1.0,6.7
32,10.478427095409195,4.0,2.0,1,3.0,8.35
25,7.798342729232347,3.0,2.0,0,4.0,7.85
19,3.9361683282309015,5.0,3.0,0,4.0,5.23
20,7.991417923210175,2.0,2.0,1,4.0,7.08
31,6.649582007755605,3.0,2.0,0,3.0,6.95
31,7.00828195677485,2.0,1.0,1,1.0,6.7
28,8.475798677167235,3.0,3.0,1,4.0,7.95
33,9.129808912683123,3.0,1.0,0,4.0,9.82
21,5.45413708974276,2.0,2.0,0,5.0,8.09
37,6.946465022520309,3.0,4.0,0,4.0,7.57
22,6.017000195070574,3.0,2.0,1,4.0,7.12
39,8.074351925933673,4.0,3.0,1,5.0,8.61
38,6.581851911274895,2.0,3.0,1,2.0,6.23
31,7.052652663463376,5.0,2.0,1,4.0,7.56
40,6.513501830181704,3.0,1.0,1,5.0,9.23
33,6.808984871975203,4.0,1.0,1,4.0,7.98
35,10.068371810670644,4.0,1.0,1,4.0,7.83
24,11.303379096581903,3.0,3.0,1,2.0,6.72
27,7.678765768736457,3.0,3.0,1,5.0,7.72
24,6.820054396329574,2.0,2.0,0,4.0,7.0
18,4.12785383039857,3.0,2.0,1,5.0,7.92
40,5.631247240339528,3.0,3.0,1,3.0,7.36
38,6.771875135585368,3.0,3.0,0,3.0,7.34
36,5.712886202852633,4.0,2.0,0,3.0,6.52
33,5.90217862683054,3.0,4.0,1,5.0,7.3
36,9.835701053301097,2.0,3.0,0,3.0,5.49
21,7.051823464729267,5.0,3.0,0,5.0,6.27
35,7.212781584523486,2.0,2.0,1,3.0,8.49
19,5.786456991391192,4.0,2.0,1,3.0,6.68
18,9.119580504585254,2.0,3.0,0,2.0,5.6
32,6.617358469620577,3.0,2.0,1,4.0,6.96
22,6.062445402728459,2.0,3.0,0,4.0,7.15
37,4.154648528843005,1.0,1.0,1,2.0,5.73
28,6.890016555247541,3.0,2.0,1,5.0,6.52
27,6.006295596800677,3.0,2.0,0,2.0,5.85
19,10.032243542830418,4.0,3.0,0,4.0,7.28
20,10.31901764560351,4.0,2.0,0,4.0,8.0
40,4.776495109420706,3.0,1.0,0,4.0,8.49
40,4.980124171814205,3.0,3.0,0,2.0,6.0
29,6.502624656772394,3.0,2.0,1,4.0,7.43
37,5.531131788290311,3.0,1.0,1,3.0,7.25
22,7.391349836236084,3.0,1.0,0,3.0,8.18
22,6.412077719645978,2.0,2.0,0,4.0,7.06
23,7.504958212999465,4.0,2.0,0,4.0,8.15
26,8.82896833896454,3.0,4.0,1,2.0,7.07
19,5.084401281396087,3.0,2.0,1,2.0,6.0
38,8.791380200459317,3.0,3.0,0,5.0,8.09
29,5.688425654223682,3.0,1.0,1,4.0,8.6
20,10.867269128467797,3.0,3.0,1,4.0,7.77
37,9.9177567392489,5.0,4.0,0,3.0,6.14
39,6.796455395404776,2.0,3.0,0,4.0,6.65
29,5.2655497998459255,2.0,2.0,1,5.0,9.05
34,4.92124123658575,4.0,4.0,1,5.0,6.89
27,8.572531303734154,5.0,3.0,1,3.0,6.35
31,6.945275020245103,2.0,3.0,1,4.0,6.71
40,8.668360394353524,3.0,2.0,1,5.0,9.82
34,10.967612144732152,3.0,3.0,0,2.0,6.44
35,5.613310710310977,2.0,2.0,1,5.0,8.09
36,4.785751161235442,4.0,3.0,0,4.0,6.65
34,7.3466084221587264,3.0,3.0,0,4.0,7.51
31,9.060567300614135,4.0,3.0,1,3.0,5.53
26,5.307171478385637,4.0,2.0,0,3.0,6.6
25,7.062324529766643,1.0,2.0,1,3.0,7.43
19,9.466078590107783,3.0,3.0,0,3.0,5.52
30,4.06081989071733,3.0,2.0,1,4.0,7.92
24,7.423572330590379,1.0,2.0,0,5.0,7.35
26,6.027814431522187,2.0,2.0,1,3.0,6.65
39,7.223481863748345,4.0,2.0,1,3.0,7.55
39,8.277611723050638,3.0,3.0,0,4.0,8.43
28,7.397455314198564,4.0,4.0,0,2.0,5.4
31,5.181599676198661,3.0,1.0,0,4.0,7.87
21,6.097756951179738,2.0,1.0,1,3.0,7.01
30,9.567867364584039,3.0,2.0,0,2.0,6.1
19,7.592079209063377,3.0,3.0,0,4.0,6.81
40,8.512574429652727,4.0,2.0,1,3.0,6.97
22,7.450531558329477,2.0,2.0,1,4.0,7.04
28,8.456408922835458,3.0,1.0,0,3.0,8.03
23,6.286937038112821,2.0,2.0,0,3.0,6.68
35,5.618479035818616,2.0,3.0,1,3.0,6.51
38,8.374655888526485,3.0,3.0,1,5.0,7.64
27,9.029273218802,4.0,3.0,1,5.0,8.1
21,5.354293640566045,4.0,1.0,0,4.0,7.55
26,5.96329933943729,1.0,4.0,0,3.0,5.69
23,6.706192429184369,3.0,2.0,1,4.0,7.86
19,9.915684288968768,3.0,3.0,1,3.0,7.28
34,8.013643819302867,3.0,2.0,1,3.0,7.75
22,4.616643706241404,3.0,2.0,0,3.0,6.35
23,6.832630975138898,4.0,3.0,0,3.0,6.87
29,6.557418239649219,3.0,3.0,0,4.0,7.12
40,4.888114799192926,4.0,5.0,0,4.0,4.74
38,6.81137454958949,2.0,3.0,1,4.0,7.87
27,6.47793260870853,2.0,3.0,1,5.0,8.04
39,6.349061457489114,4.0,4.0,0,4.0,5.89
38,6.26671353871274,3.0,3.0,1,2.0,6.65
23,9.648508387027846,3.0,2.0,1,3.0,6.86
25,6.3453343910190725,3.0,3.0,0,5.0,8.1
19,7.0894079013404765,4.0,3.0,1,3.0,6.57
29,6.894223517901888,3.0,4.0,0,3.0,6.92
30,6.090969669338795,2.0,1.0,0,4.0,7.29
38,7.143108518261856,3.0,1.0,0,3.0,7.49
24,7.117631072975974,3.0,4.0,1,4.0,6.98
27,7.1435617484185885,3.0,2.0,0,3.0,7.64
30,5.453380344226442,4.0,1.0,1,3.0,8.09
34,6.628975886945246,3.0,1.0,1,3.0,7.82
38,8.368579375629743,2.0,4.0,0,2.0,6.18
31,6.676330063515928,5.0,3.0,0,3.0,4.99
19,7.291207442682264,3.0,2.0,0,4.0,7.29
39,7.300666601307439,4.0,2.0,0,5.0,6.93
28,7.751311235321051,3.0,3.0,0,3.0,6.3
18,8.005571647024858,3.0,3.0,1,2.0,7.22
36,6.686528902451403,3.0,2.0,1,5.0,9.82
38,5.359596454434227,1.0,2.0,1,5.0,7.21
21,4.8063124083852236,2.0,4.0,0,4.0,5.79
36,8.831835542925447,3.0,2.0,0,2.0,7.61
38,8.38645080634792,1.0,2.0,1,4.0,6.55
28,8.168856431807548,3.0,3.0,0,4.0,6.94
25,8.460166350152813,4.0,1.0,1,4.0,7.61
28,6.709199229473401,4.0,3.0,1,4.0,6.64
21,5.87522244802201,4.0,3.0,1,3.0,6.05
34,5.235266662363531,4.0,1.0,0,3.0,7.62
24,5.039170006146101,4.0,1.0,0,5.0,8.55
25,9.181885639390597,4.0,2.0,1,4.0,7.16
20,6.112339259642532,3.0,3.0,0,2.0,6.18
39,8.898746324579596,3.0,3.0,0,5.0,8.56
19,6.663605505314829,3.0,4.0,0,5.0,7.99
40,5.7827658251636365,3.0,3.0,1,5.0,7.93
32,5.030143364409742,4.0,1.0,1,5.0,9.36
39,5.941322157422049,4.0,2.0,1,3.0,7.36
39,9.552829809231323,4.0,1.0,1,4.0,9.82
22,5.048421856396338,4.0,2.0,1,4.0,7.45
18,10.81014427866337,4.0,4.0,0,2.0,5.88
21,5.486906630554641,2.0,3.0,1,2.0,5.86
32,8.349909947172241,3.0,2.0,0,4.0,9.39
37,6.7385476703410205,2.0,3.0,1,4.0,7.92
36,6.422992751452866,4.0,2.0,0,5.0,8.42
20,4.711442601174755,2.0,1.0,0,3.0,6.91
37,6.822892631047772,3.0,1.0,1,2.0,9.0
28,4.9150852065411925,4.0,3.0,0,3.0,5.84
34,3.973161220418607,2.0,3.0,0,4.0,6.19
30,7.215277620791408,3.0,4.0,0,3.0,7.74
28,5.85623840769564,2.0,3.0,0,4.0,7.51
19,10.031827329024965,4.0,4.0,0,3.0,6.37
26,8.80003908716708,4.0,3.0,0,5.0,8.21
19,10.055377926406186,4.0,3.0,1,4.0,7.43
38,5.7744107718857824,3.0,3.0,0,3.0,7.65
26,7.245047932236317,3.0,3.0,1,3.0,7.61
26,2.2827922725741043,3.0,3.0,0,3.0,6.62
25,6.492755714763897,4.0,2.0,0,2.0,6.02
34,7.177297026444426,4.0,1.0,0,3.0,8.63
18,7.27728653986319,2.0,3.0,0,2.0,5.4
28,6.923736861024989,5.0,3.0,0,4.0,5.36
25,7.119866629153003,3.0,2.0,0,4.0,8.4
27,2.1161632585058587,5.0,1.0,0,3.0,4.73
24,7.46119930494756,3.0,3.0,0,4.0,6.59
20,7.87019180547407,4.0,3.0,1,4.0,6.67
20,9.408445724731932,5.0,3.0,1,4.0,8.34
35,7.663728506698475,3.0,2.0,1,5.0,9.23
22,6.764673279916171,3.0,2.0,1,4.0,6.45
29,8.98889546001575,4.0,3.0,0,5.0,8.79
29,2.7567983957209377,3.0,3.0,0,4.0,6.82
36,6.073092644871141,3.0,3.0,0,3.0,5.53
23,5.621542035894319,2.0,2.0,1,4.0,7.65
19,6.93786076030364,4.0,3.0,1,4.0,6.53
29,3.0423529379875034,3.0,2.0,1,3.0,6.3
36,9.375344192038693,5.0,2.0,0,3.0,6.41
22,6.550342180568357,2.0,3.0,0,4.0,5.86
29,7.573834044086081,4.0,2.0,1,2.0,6.42
34,7.401564205107809,4.0,3.0,0,3.0,5.81
34,9.27248181077851,3.0,3.0,0,3.0,6.24
27,3.6484897572267148,2.0,2.0,0,3.0,6.7
40,7.202178097845662,2.0,3.0,1,3.0,7.05
34,9.063120869268749,2.0,3.0,0,4.0,7.29
32,6.823624395902756,4.0,3.0,1,4.0,7.21
29,5.287715092351057,3.0,3.0,1,4.0,7.84
33,5.912997791819586,2.0,4.0,0,3.0,5.81
36,6.292704396748472,3.0,4.0,0,4.0,8.12
25,5.70210994685862,3.0,3.0,0,4.0,6.29
38,6.724939989278753,1.0,3.0,1,3.0,5.16
34,9.714845325733004,4.0,2.0,1,5.0,8.91
40,5.924743422032531,4.0,2.0,0,3.0,7.67
22,6.122186846297802,3.0,3.0,0,4.0,6.59
39,7.827605051290564,3.0,3.0,1,3.0,5.97
33,6.685323344865023,3.0,3.0,1,3.0,7.22
23,4.607466759979211,3.0,3.0,1,3.0,6.51
25,6.889860811997761,4.0,4.0,1,4.0,7.14
35,6.821995421685534,4.0,2.0,1,4.0,6.96
29,8.756221021788676,2.0,3.0,0,3.0,7.28
32,5.2501256832352095,3.0,3.0,1,4.0,7.08
26,8.768175068959799,5.0,3.0,1,5.0,6.29
30,6.823904538220102,3.0,3.0,0,3.0,7.2
32,5.0057049923530075,3.0,3.0,1,3.0,6.79
27,4.644199038261528,3.0,2.0,1,4.0,7.42
33,10.481899350235354,5.0,3.0,0,5.0,7.04
24,6.712151158896208,2.0,3.0,1,3.0,6.57
34,8.685707410114878,4.0,3.0,0,5.0,6.72
40,3.9253850897053666,3.0,1.0,1,3.0,8.29
38,11.747850798335023,3.0,1.0,1,4.0,8.3
39,8.607840331060832,3.0,2.0,0,2.0,7.55
24,6.540207614520623,3.0,2.0,1,3.0,7.65
31,6.448901455860082,3.0,2.0,1,3.0,8.46
32,8.322276630945392,4.0,3.0,0,4.0,5.92
38,8.218927036105084,2.0,4.0,1,5.0,7.83
24,7.328552704715389,3.0,4.0,1,3.0,5.88
26,7.019581764764014,3.0,3.0,1,4.0,7.82
36,8.00992075124665,3.0,3.0,1,2.0,7.13
33,3.864933604455681,4.0,2.0,1,4.0,6.92
25,6.331705517294345,3.0,2.0,0,5.0,8.34
35,4.035645055072877,4.0,1.0,1,4.0,8.81
40,8.088266220464508,4.0,4.0,1,4.0,7.93
35,5.783534852140026,4.0,4.0,0,3.0,6.02
37,4.171159458377479,1.0,2.0,0,4.0,5.53
24,5.5711842567658545,3.0,1.0,0,3.0,7.66
20,7.268841162638413,4.0,2.0,0,3.0,6.62
35,6.630588911399542,3.0,2.0,1,3.0,8.11
27,4.888318193741008,3.0,1.0,1,4.0,8.28
24,3.931236516884891,2.0,2.0,1,4.0,7.44
34,7.133079016654904,2.0,3.0,1,4.0,6.99
31,5.95461740784917,4.0,3.0,1,4.0,6.79
20,6.535454722244708,5.0,1.0,1,4.0,6.27
29,6.712566662521061,2.0,2.0,1,3.0,7.22
30,7.774118236915573,3.0,3.0,0,5.0,7.68
19,8.524503703185843,3.0,2.0,1,3.0,7.61
20,7.2637165617251975,2.0,3.0,0,2.0,7.17
22,6.423167410432641,2.0,2.0,0,3.0,6.14
28,7.044574368572445,3.0,2.0,0,4.0,8.3
25,6.389373458932681,2.0,2.0,1,4.0,8.65
40,4.043403963460381,4.0,3.0,1,2.0,6.29
40,8.965503108321235,2.0,2.0,0,4.0,7.97
29,8.626189952478047,4.0,1.0,1,4.0,7.76
24,10.579001188445073,5.0,3.0,1,3.0,6.99
32,11.104898751659695,4.0,1.0,0,4.0,8.55
34,4.883163761945031,3.0,1.0,0,3.0,8.25
21,6.3962801433181085,3.0,3.0,1,2.0,6.68
39,11.520771274366258,4.0,2.0,0,4.0,7.86
30,6.927008891951977,1.0,2.0,0,4.0,6.58
35,7.4395796245841534,2.0,3.0,0,5.0,8.97
18,4.261966086949757,3.0,3.0,1,3.0,7.1
33,7.270519536838194,2.0,3.0,1,3.0,7.14
30,10.47749267456636,4.0,3.0,0,4.0,9.15
27,9.31592645818635,3.0,1.0,0,3.0,8.0
29,5.902027681266622,3.0,4.0,1,4.0,7.92
19,6.2866305401768505,4.0,3.0,1,4.0,6.3
40,4.964379473510326,3.0,2.0,1,4.0,7.12
20,5.46790634755053,3.0,2.0,1,3.0,7.73
27,3.561618528184354,2.0,3.0,1,3.0,5.25
19,6.847324585612463,2.0,2.0,1,3.0,7.22
40,9.71819922387474,4.0,4.0,0,4.0,6.84
30,7.639777463368749,2.0,1.0,0,1.0,7.24
30,9.459230181938318,4.0,1.0,0,3.0,7.63
35,8.931848921666797,2.0,1.0,1,3.0,7.78
20,6.015745438769269,4.0,3.0,0,3.0,6.63
24,5.632888009468393,2.0,3.0,0,4.0,6.05
31,5.70186779766738,3.0,3.0,0,2.0,5.99
37,3.909288492804312,3.0,2.0,0,5.0,8.09
34,7.058194419032034,4.0,3.0,0,4.0,8.07
38,1.7719640861612431,5.0,2.0,0,5.0,6.51
29,8.064547916715494,5.0,3.0,0,3.0,5.34
33,7.1293856842939745,2.0,3.0,1,4.0,6.72
29,7.848591759690712,3.0,2.0,0,4.0,8.11
32,8.902629309306644,2.0,2.0,0,3.0,8.27
27,7.357830259009936,3.0,2.0,1,3.0,6.93
24,9.93682912777856,4.0,4.0,0,4.0,6.58
37,8.119502459713978,2.0,2.0,1,3.0,8.41
22,5.63717167573111,2.0,3.0,0,3.0,6.77
18,6.572120124137418,2.0,1.0,1,1.0,6.81
34,2.929676151849754,1.0,4.0,0,3.0,4.0
20,5.376057207150101,2.0,3.0,0,1.0,5.51
30,6.314206469319896,4.0,2.0,0,3.0,7.65
31,7.983292497203799,4.0,3.0,0,5.0,7.87
35,5.64935014862474,4.0,2.0,0,2.0,6.12
21,4.756724774918025,4.0,2.0,1,4.0,6.89
35,3.6024425745853734,2.0,4.0,0,5.0,7.25
22,5.926448466532028,2.0,2.0,1,2.0,6.73
33,10.511533244262273,2.0,3.0,0,5.0,6.88
18,7.487992662814659,2.0,3.0,0,3.0,5.63
38,8.691242942239322,3.0,3.0,0,5.0,7.49
31,5.379902381204351,2.0,3.0,1,4.0,6.98
32,4.167790431816007,3.0,3.0,1,3.0,7.21
26,4.8020605646414785,4.0,3.0,1,1.0,6.15
32,6.825164003516253,3.0,3.0,1,2.0,6.28
34,3.4105680817373383,2.0,2.0,1,4.0,7.67
21,5.188137250462413,4.0,1.0,0,5.0,7.46
29,5.944550765251671,3.0,3.0,0,2.0,6.75
22,4.622334449086058,5.0,3.0,1,3.0,5.18
22,3.177370568815307,3.0,2.0,1,3.0,6.17
28,7.521376656777564,3.0,2.0,0,4.0,7.46
23,7.082568600792217,2.0,3.0,0,4.0,6.8
24,8.402253761734233,3.0,4.0,1,3.0,7.23
31,5.001233651345603,2.0,1.0,1,4.0,7.32
28,8.36786093748545,2.0,3.0,0,3.0,6.37
30,9.752747550076394,5.0,2.0,1,4.0,8.57
19,7.4719865180263385,3.0,2.0,0,4.0,8.28
24,5.902114669996012,3.0,2.0,1,3.0,6.69
37,7.261145169116639,2.0,2.0,1,3.0,7.49
21,5.815982699267961,3.0,3.0,0,3.0,6.23
25,5.516289596178247,4.0,2.0,0,4.0,6.45
37,8.229868701105987,3.0,3.0,1,4.0,7.74
39,6.749709424383043,2.0,1.0,0,3.0,8.18
38,9.169172176210052,4.0,3.0,1,4.0,8.28
36,6.203638619361574,5.0,3.0,1,1.0,5.23
30,6.38588575479398,3.0,1.0,0,4.0,8.57
31,5.98028020858335,4.0,4.0,0,4.0,6.06
27,4.983669810363031,4.0,3.0,0,3.0,5.92
28,8.465964817509864,2.0,3.0,1,3.0,7.1
19,10.934280996305478,5.0,4.0,0,3.0,4.14
26,6.3119909705809265,4.0,3.0,0,3.0,6.06
34,5.775107301384988,3.0,2.0,0,3.0,7.22
20,5.658417729327237,3.0,3.0,1,4.0,6.82
23,5.776480190319315,2.0,1.0,0,4.0,7.48
22,9.969610635233444,4.0,3.0,0,4.0,7.57
22,5.706735064432195,3.0,4.0,0,5.0,7.17
39,5.9465197583988285,2.0,2.0,0,5.0,8.28
32,4.76736234612825,3.0,3.0,1,4.0,7.0
40,7.528567792953527,2.0,4.0,1,4.0,6.72
34,6.878986788128223,3.0,3.0,1,4.0,7.54
26,4.953078203555392,2.0,3.0,1,4.0,6.77
20,5.392906724827457,2.0,1.0,0,4.0,7.83
37,9.759280066964003,4.0,2.0,1,4.0,9.04
34,7.0588739612837825,2.0,4.0,0,3.0,5.19
27,7.183033711805136,3.0,3.0,1,3.0,7.07
20,7.1901768850469105,2.0,3.0,0,5.0,7.31
35,9.510325698780118,5.0,2.0,0,3.0,6.82
35,5.118614147822721,4.0,3.0,0,3.0,6.1
34,6.286488063682382,4.0,4.0,1,3.0,7.49
20,6.695862628007481,2.0,2.0,1,4.0,6.95
20,3.9018835144784965,3.0,3.0,1,5.0,7.1
23,5.3509452701535825,3.0,3.0,0,3.0,6.3
30,8.884014689105687,2.0,2.0,1,4.0,7.7
32,8.368384293394211,5.0,2.0,0,4.0,6.1
26,8.686720375183656,4.0,4.0,1,5.0,7.25
21,5.939637599443477,3.0,3.0,1,4.0,6.59
31,6.161748567786094,2.0,2.0,1,5.0,7.0
22,3.7814821089315407,2.0,2.0,1,4.0,6.07
19,8.677482176169358,3.0,2.0,1,3.0,7.4
28,8.973974083778973,2.0,3.0,0,3.0,7.99
26,8.951057739764096,4.0,2.0,1,4.0,8.07
20,9.887364256259032,5.0,2.0,1,4.0,8.8
26,7.759795468281831,3.0,3.0,1,3.0,7.58
20,9.802387305784046,5.0,1.0,0,5.0,8.18
19,6.639145703515819,3.0,2.0,1,4.0,8.27
29,3.8193813429900096,2.0,2.0,1,2.0,5.91
27,8.549304419032211,3.0,2.0,0,3.0,8.03
26,3.752999573184348,3.0,2.0,1,3.0,7.26
32,7.306363689088058,4.0,2.0,0,5.0,8.37
25,8.71958284382366,3.0,3.0,0,2.0,6.59
22,7.583665832863355,2.0,2.0,1,4.0,7.71
28,11.100837527048096,5.0,3.0,0,4.0,6.8
19,3.4613278105354395,3.0,2.0,1,4.0,7.71
32,6.850850789435352,4.0,2.0,0,4.0,6.64
23,7.031419837454781,3.0,3.0,1,5.0,7.94
25,4.580614930871656,2.0,2.0,0,4.0,6.01
22,4.923280976696286,4.0,4.0,0,2.0,4.3
33,5.478768500512119,2.0,2.0,0,5.0,8.03
35,5.020634870711328,3.0,3.0,1,4.0,7.65
23,6.805609629705038,3.0,2.0,0,5.0,9.82
22,5.914663179726112,3.0,2.0,1,3.0,7.59
33,7.572235091372216,3.0,1.0,1,3.0,9.16
30,8.168974839165513,2.0,2.0,0,2.0,6.17
22,8.047202127494,2.0,2.0,1,4.0,7.83
30,6.261772758667439,4.0,3.0,1,4.0,6.38
34,7.51205613303605,3.0,3.0,0,3.0,7.2
35,8.86323204911812,5.0,3.0,1,1.0,5.12
25,7.802016246299482,2.0,4.0,1,4.0,6.11
30,10.346159849998156,4.0,2.0,0,2.0,7.13
36,8.767922176180038,4.0,3.0,0,5.0,9.11
20,10.09313273076723,3.0,2.0,0,2.0,6.72
25,2.5137823697258836,3.0,3.0,0,4.0,5.77
19,7.174017018052418,3.0,4.0,1,4.0,6.06
25,6.416921498286007,3.0,1.0,1,4.0,7.96
30,6.775036485434413,3.0,3.0,1,4.0,8.03
30,5.551073043812549,1.0,3.0,0,4.0,6.24
18,7.713158920691523,4.0,2.0,1,3.0,7.25
23,3.7449584216486573,2.0,3.0,0,3.0,6.01
36,7.726186353168323,1.0,2.0,1,3.0,6.24
33,5.610919803675027,3.0,2.0,0,4.0,7.58
25,6.0993050377832185,3.0,2.0,1,2.0,7.57
18,7.789303185218328,3.0,2.0,1,4.0,7.91
33,7.1417999101594,3.0,4.0,0,3.0,7.03
26,8.897057640531617,4.0,2.0,1,4.0,7.22
30,5.254893689477219,5.0,2.0,1,3.0,5.93
28,6.854729826009171,2.0,3.0,1,4.0,7.7
30,8.599791610620072,4.0,1.0,1,4.0,9.07
38,7.650159538752517,4.0,2.0,0,3.0,7.13
27,7.766069656233033,1.0,4.0,1,4.0,4.98
21,8.99447714508982,2.0,2.0,0,2.0,6.31
23,6.2687635920348495,2.0,2.0,0,5.0,7.52
24,5.889704421179912,3.0,3.0,0,3.0,6.85
22,8.036627986478205,3.0,3.0,1,3.0,7.45
28,6.731023325180039,3.0,4.0,0,3.0,5.65
30,9.019966421855887,3.0,2.0,0,3.0,8.09
36,7.665592186807101,3.0,2.0,0,5.0,7.67
40,5.8779687754775285,3.0,2.0,1,4.0,8.17
27,7.6090912482600555,3.0,3.0,1,3.0,6.72
27,5.37514060439944,4.0,3.0,0,3.0,6.11
28,8.7044712430427,2.0,4.0,0,4.0,6.69
38,4.485125848213327,2.0,2.0,1,4.0,7.54
24,9.199717493553134,3.0,4.0,0,4.0,6.28
35,7.577577720132239,3.0,2.0,1,4.0,8.56
21,6.703790254679187,2.0,1.0,0,3.0,7.15
19,8.374001471680977,3.0,2.0,1,3.0,8.34
31,7.920387959492239,2.0,4.0,1,4.0,6.23
30,9.394687034184509,3.0,2.0,1,3.0,7.67
29,9.37791112903624,4.0,2.0,0,3.0,8.15
24,7.634122799499315,2.0,3.0,0,3.0,7.45
19,5.430812761525161,3.0,3.0,1,4.0,6.51
30,6.025283799196766,3.0,2.0,1,4.0,7.2
31,6.871035605539033,3.0,2.0,0,4.0,6.88
34,8.947099049911168,3.0,3.0,1,4.0,6.88
